Year,Which languages are you proficient in?,What Country or Region do you live in?,Which US State or Territory do you live in?,How old are you?,How many years of IT/Programming experience do you have?,How would you best describe the industry you work in?,Which best describes the size of your company?,Which of the following best describes your occupation?,How likely is it that a recommendation you make will be acted upon?,What is your involvement in purchasing? You can choose more than 1.,What types of purchases are you involved in?,"What is your budget for outside expenditures (hardware, software, consulting, etc) for 2011?",What type of project are you developing?,What operating system do you use the most?,Please rate your job/career satisfaction,"Including bonus, what is your annual compensation in USD?",Which technology products do you own? (You can choose more than one),"In the last 12 months, how much money have you spent on personal technology-related purchases? ",Which of our sites do you frequent most?
2011,"JavaScript, CSS, PHP, SQL, C#, coldfusion",Netherlands,,20-24,<2,Web Services,Mature Small Business (25-100),Web Application Developer,It's been known to happen,No Involvement,,,Web Platform,Windows XP,It pays the bills,"$20,000 - $40,000","Android, PS3",$251-$500,Stack Overflow
2011,"JavaScript, C#",France,,25-29,41435,Other,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Software, Consultants",">$150,000",Enterprise,Windows XP,I enjoy going to work,,Regular Mobile Phone,<$100,Stack Overflow
2011,,United States of America,Oklahoma,40-50,11,Other,Mid Sized (100-999),Server Programmer,It's been known to happen,Influencer,,,,,,,,,
2011,"Java, SQL, C#, C++, C",United States of America,New Hampshire,20-24,41310,Software Products,Start Up (1-25),Web Application Developer,It's been known to happen,No Involvement,,,Web Platform,Windows XP,I enjoy going to work,"$40,000 - $60,000","Android, Blu-Ray, HDTV, Xbox","$1,001-$2,000",Stack Overflow
2011,"JavaScript, CSS, SQL, C#",United Kingdom,,35-39,11,Software Products,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other",Don't know,Web Platform,Windows XP,It pays the bills,"$40,000 - $60,000","Android, Blu-Ray, HDTV, Other netbook, PS3, Xbox, Wii","$2,001-$3,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, Python, SQL",United Kingdom,,25-29,41435,Software Products,Mid Sized (100-999),Web Application Developer,Once in a blue moon,No Involvement,,,Enterprise,Windows Vista,I enjoy going to work,"$60,000 - $80,000","Regular Mobile Phone, Wii",$251-$500,Stack Overflow
2011,"SQL, C++, C, Perl",Middle East,,25-29,41435,Other,Mid Sized (100-999),Kernel / Driver Developer,It's been known to happen,No Involvement,,,Other,Linux,I enjoy going to work,"$80,000 - $100,000","Other Smart Phone, PS3, Other gaming system",$100-$250,Stack Overflow
2011,"SQL, R; VBA",Other Europe,,30-34,41435,Other,Mid Sized (100-999),Other,It's been known to happen,No Involvement,,,Other,Windows 7,It pays the bills,"$40,000 - $60,000","Other Smart Phone, Regular Mobile Phone, HDTV, Xbox","$2,001-$3,000",Super User
2011,Java,Other Europe,,25-29,41310,Fice / Banking,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,No Involvement,,,Enterprise,Windows XP,It pays the bills,,Regular Mobile Phone,<$100,Stack Overflow
2011,"SQL, Object Pascal",Other Europe,,30-34,11,Software Products,Mature Small Business (25-100),Desktop Application Developer,It's been known to happen,No Involvement,,,Enterprise,Windows 7,I enjoy going to work,,,,
2011,"C#, VB.NET, VB6, VBA",Africa,,20-24,41435,Software Products,Start Up (1-25),Desktop Application Developer,I run this place,"Influencer, Recommender, Approver, Purchaser","Software, User Equipment: Monitors, PCs, Laptops, Other","<$10,000",Enterprise,Windows 7,It pays the bills,"<$20,000","Other Smart Phone, Regular Mobile Phone",$251-$500,Stack Overflow
2011,"Ruby, SQL, C#, Perl",United Kingdom,,30-34,41435,Web Services,"Fortune 1000 (1,000+)",Server Programmer,It's been known to happen,No Involvement,,,SaaS,Windows 7,I enjoy going to work,"$60,000 - $80,000","Other netbook, Wii","$501-$1,000",Stack Overflow
2011,,Africa,,,,,,,,,,,,,,,,,
2011,CSS,Other Europe,,35-39,41310,Fice / Banking,"Fortune 1000 (1,000+)",Systems Analyst,It's been known to happen,No Involvement,,,Enterprise,Windows XP,I enjoy going to work,"$80,000 - $100,000",iPhone,"$1,001-$2,000",Super User
2011,"Java, PHP, Python, C#, C++, C",United Kingdom,,20-24,41310,Education,Student,Student,It's been known to happen,Recommender,"Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Mobile,Mac OS X,I enjoy going to work,Student / Unemployed,"iPhone, Wii",$251-$500,Other
2011,"JavaScript, CSS, Python, Perl",Germany,,25-29,41310,Manufacturing,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,No Involvement,,,Web Platform,Linux,I enjoy going to work,"$20,000 - $40,000",Kindle,"$1,001-$2,000",Stack Overflow
2011,"C#, C",United Kingdom,,30-34,11,Consulting,"Fortune 1000 (1,000+)",Other,It's been known to happen,"Influencer, Recommender","Servers, Software","<$10,000",Enterprise,Windows 7,I enjoy going to work,"$40,000 - $60,000","Android, Blu-Ray, HDTV, PS3, Wii","$1,001-$2,000",Stack Overflow
2011,"Java, CSS, PHP",Australia,,20-24,41435,Retail,"Fortune 1000 (1,000+)",Student,It's been known to happen,"No Involvement, I'm a Seller",,,Other,Windows 7,It pays the bills,"$40,000 - $60,000","Other Smart Phone, Other netbook, Xbox, Wii",">$3,000",Stack Overflow
2011,"SQL, C#",Africa,,25-29,41310,Fice / Banking,Mid Sized (100-999),Desktop Application Developer,Once in a blue moon,No Involvement,,,Enterprise,Windows 7,It pays the bills,"$20,000 - $40,000","Regular Mobile Phone, HDTV, Other gaming system","$501-$1,000",Stack Overflow
2011,"JavaScript, CSS, PHP, SQL, C#",Netherlands,,20-24,11,Web Services,Student,Web Application Developer,Once in a blue moon,No Involvement,,,Other,Linux,It pays the bills,Student / Unemployed,Android,<$100,Stack Overflow
2011,,Other Europe,,25-29,41310,Other,,,,,,,,,,,,,
2011,"Java, PHP, Python, SQL, C++, C, Perl",United States of America,California,25-29,41435,Web Services,Mid Sized (100-999),Student,It's been known to happen,Recommender,"Hardware, Software, Consultants",Don't know,Web Platform,Mac OS X,It pays the bills,"$100,000 - $120,000","iPhone, Android, Blu-Ray, HDTV, PS3","$501-$1,000",Stack Overflow
2011,"PHP, SQL, C++, C",United States of America,Michigan,30-34,11,Consulting,Start Up (1-25),Embedded Application Developer,I run this place,"Influencer, Recommender, Approver, Purchaser, Check Writer, No Involvement, I'm a Seller","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other","<$10,000",Mobile,Windows 7,It pays the bills,"$20,000 - $40,000","iPhone, Blu-Ray, iPad, Other netbook, Wii","$1,001-$2,000",Meta Stack Overflow
2011,"JavaScript, CSS, SQL, C#, VB.NET",United States of America,California,35-39,11,Software Products,Mature Small Business (25-100),"Executive (VP of Eng, CTO, CIO, etc.)",I run this place,"Influencer, Recommender, Approver, Purchaser, Check Writer","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants",">$150,000",Web Platform,Mac OS X,So happy it hurts,">$140,000","iPhone, Blu-Ray, HDTV, iPad, Wii",">$3,000",Stack Overflow
2011,,United States of America,Washington,25-29,41435,Consulting,Start Up (1-25),Systems Analyst,Unless it's stoopid it gets done,"Influencer, Recommender, Approver, I'm a Seller","Hardware, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other","<$10,000",,,,,,,
2011,"CSS, PHP, SQL",United States of America,Pennsylvania,25-29,41310,Web Services,Start Up (1-25),Web Application Developer,I run this place,"Influencer, Approver, Purchaser, Check Writer, I'm a Seller","Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",SaaS,Windows 7,I enjoy going to work,"$20,000 - $40,000",,<$100,Stack Overflow
2011,"SQL, C, Perl",United States of America,California,40-50,11,Software Products,"Fortune 1000 (1,000+)",Server Programmer,It's been known to happen,"Influencer, Recommender",Software,Don't know,Enterprise,Mac OS X,I enjoy going to work,">$140,000","Blackberry, Blu-Ray","$501-$1,000",Stack Overflow
2011,"Python, C++, C, Perl, Maple bash",Russia,,30-34,11,Foundation / Non-Profit,Start Up (1-25),Server Programmer,It's been known to happen,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Other,Linux,I enjoy going to work,"<$20,000","Regular Mobile Phone, PC notebook",">$3,000",Stack Overflow
2011,"JavaScript, PHP, SQL, C, Perl",United States of America,California,35-39,11,Web Services,Mature Small Business (25-100),Systems Analyst,Unless it's stoopid it gets done,Influencer,"Software, Consultants",Don't know,SaaS,Linux,I enjoy going to work,">$140,000","Regular Mobile Phone, Kindle, HDTV, Other netbook","$1,001-$2,000",Stack Overflow
2011,"Java, Python, C++, C",United States of America,Massachusetts,20-24,41435,Gaming,Mature Small Business (25-100),Other,Unless it's stoopid it gets done,No Involvement,,,Other,Windows 7,,,,,
2011,"C#, C++, C",Italy,,20-24,41435,Manufacturing,"Other (not working, consultant, etc.)",Student,It's been known to happen,"Influencer, Recommender","Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Other,Linux,I enjoy going to work,Student / Unemployed,"Android, Blu-Ray","$501-$1,000",Stack Overflow
2011,"Java, JavaScript, PHP, SQL, C++, C, Perl",Canada,,20-24,<2,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,No Involvement,,,Enterprise,Linux,It pays the bills,"$40,000 - $60,000","Android, Other netbook",<$100,Other
2011,"Java, C#, C",Other Asia,,25-29,41310,Fice / Banking,Mature Small Business (25-100),Server Programmer,Not in a million years,No Involvement,,,Enterprise,Windows 7,It pays the bills,"$20,000 - $40,000",Regular Mobile Phone,"$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, SQL, C#",United States of America,Ohio,30-34,41435,Consulting,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"Influencer, Recommender, Approver","Software, User Equipment: Monitors, PCs, Laptops, Consultants","$10,001 - $25,000",Web Platform,Windows 7,So happy it hurts,"$40,000 - $60,000","Android, HDTV, PS3, Xbox, Wii, Other gaming system, iPod Touch","$501-$1,000",Stack Overflow
2011,"Java, SQL, C#",United States of America,Illinois,40-50,11,Fice / Banking,"Fortune 1000 (1,000+)",Server Programmer,Unless it's stoopid it gets done,"Influencer, Recommender, Purchaser","Software, Consultants","$25,001 - $40,000",Enterprise,Windows XP,I enjoy going to work,"$120,000 - $140,000","Kindle, HDTV, Other netbook, Xbox, Wii","$1,001-$2,000",Stack Overflow
2011,"JavaScript, CSS, SQL, C#",United States of America,Texas,30-34,41435,Education,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,"Influencer, Recommender",Software,Don't know,Enterprise,Windows 7,I enjoy going to work,"$40,000 - $60,000","iPhone, HDTV","$501-$1,000",Stack Overflow
2011,"JavaScript, SQL, C#",United States of America,Nebraska,20-24,41310,Software Products,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender",Software,"$10,001 - $25,000",Enterprise,Windows 7,It pays the bills,"$40,000 - $60,000","iPhone, Blu-Ray, HDTV, Xbox","$2,001-$3,000",Stack Overflow
2011,"Java, SQL, C#",United States of America,Ohio,20-24,<2,Other,Student,Student,It's been known to happen,No Involvement,,,Other,Windows 7,It pays the bills,"<$20,000","Regular Mobile Phone, Xbox, Wii, Other gaming system",$251-$500,None
2011,,United Kingdom,,,,,,,,,,,,,,,,,
2011,"Java, Python",United States of America,Massachusetts,20-24,41310,Education,Student,Student,Not in a million years,No Involvement,,,Other,Linux,I'm not happy in my job,Student / Unemployed,"iPhone, Kindle, Blu-Ray, HDTV, PS3",$251-$500,Stack Overflow
2011,"C++, C",Middle East,,35-39,11,Consulting,"Other (not working, consultant, etc.)",Other,I run this place,Approver,"Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Other,Windows XP,I enjoy going to work,,,<$100,Stack Overflow
2011,Python,Africa,,30-34,11,Software Products,Mid Sized (100-999),IT Staff / System Administrator,It's been known to happen,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops",">$150,000",SaaS,Linux,So happy it hurts,"$40,000 - $60,000","Android, HDTV, HTPC","$2,001-$3,000",Server Fault
2011,"Java, JavaScript, Python, C++, C, Perl",Italy,,35-39,11,Education,"Fortune 1000 (1,000+)",Manager of Developers or Team Leader,Unless it's stoopid it gets done,"Recommender, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Other,Linux,It pays the bills,"$40,000 - $60,000","Regular Mobile Phone, Other netbook",<$100,Stack Overflow
2011,"Java, C++, C",Other Europe,,25-29,41310,Other,"Fortune 1000 (1,000+)",Server Programmer,Once in a blue moon,No Involvement,,,Other,Windows Vista,I enjoy going to work,"$40,000 - $60,000","Android, Wii",$100-$250,Stack Overflow
2011,Visual Dataflex,Other Europe,,35-39,11,Software Products,Mature Small Business (25-100),Desktop Application Developer,Unless it's stoopid it gets done,Recommender,"Software, User Equipment: Monitors, PCs, Laptops",Don't know,Enterprise,Windows 7,I enjoy going to work,"$60,000 - $80,000",Other Smart Phone,<$100,Stack Overflow
2011,"Java, JavaScript, CSS, PHP, SQL",United States of America,Illinois,20-24,41310,Education,Mid Sized (100-999),Student,It's been known to happen,No Involvement,,,Web Platform,Windows Vista,I enjoy going to work,"<$20,000","Regular Mobile Phone, Wii",$100-$250,Stack Overflow
2011,"Java, JavaScript, PHP, C",South America,,25-29,41310,Web Services,Start Up (1-25),IT Manager,Unless it's stoopid it gets done,"Approver, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","$100,001 - $150,000",SaaS,Linux,I enjoy going to work,"$40,000 - $60,000","Blackberry, Other netbook, macbook pro",">$3,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, SQL, C#, C++",United Kingdom,,25-29,11,Fice / Banking,Mid Sized (100-999),IT Staff / System Administrator,Unless it's stoopid it gets done,Influencer,"Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops",Don't know,Enterprise,Windows 7,I enjoy going to work,"$60,000 - $80,000","iPhone, Blu-Ray, HDTV, AppleTV, iPad, PS3, Wii",">$3,000",Server Fault
2011,"JavaScript, PHP, SQL, C#",United States of America,Washington,30-34,11,Software Products,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Software, User Equipment: Monitors, PCs, Laptops",Don't know,Web Platform,Windows 7,I enjoy going to work,"$100,000 - $120,000","iPhone, Android, Regular Mobile Phone, Blu-Ray, HDTV, Xbox",">$3,000",Stack Overflow
2011,C++,Other Europe,,40-50,11,Consulting,Start Up (1-25),Desktop Application Developer,,Approver,"Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Mobile,Mac OS X,I enjoy going to work,"<$20,000","iPhone, iPad, PS3",">$3,000",Stack Overflow
2011,,United States of America,California,,,,,,,,,,,,,,,,
2011,"JavaScript, CSS, PHP, SQL, C#",United States of America,Florida,25-29,11,Advertising,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,Recommender,"Software, Consultants",Don't know,Web Platform,Windows 7,I enjoy going to work,"$80,000 - $100,000","iPhone, HDTV, AppleTV, iPad, Xbox, Wii, Other gaming system","$2,001-$3,000",Stack Overflow
2011,None,United States of America,Georgia,< 20,<2,Software Products,Student,Student,It's been known to happen,No Involvement,,,Mobile,Windows Vista,I enjoy going to work,Student / Unemployed,Android,<$100,Programmers Stack Exchange
2011,"JavaScript, CSS, PHP, SQL, Perl",United States of America,Washington DC,40-50,11,Foundation / Non-Profit,Mature Small Business (25-100),Web Application Developer,It's been known to happen,Influencer,Software,Don't know,Web Platform,Windows XP,I enjoy going to work,"$60,000 - $80,000","Regular Mobile Phone, Wii","$501-$1,000",Programmers Stack Exchange
2011,,Other Europe,,25-29,41310,Software Products,,,,,,,,,,,,,
2011,"Java, PHP, Python, SQL, C",United States of America,California,25-29,41435,Web Services,Start Up (1-25),Server Programmer,Unless it's stoopid it gets done,Influencer,Hardware,"$75,001 - $100,000",Web Platform,Linux,I enjoy going to work,"$60,000 - $80,000","Android, iPad","$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, C++, XSLT",United Kingdom,,< 20,41310,Other,"Other (not working, consultant, etc.)",Student,It's been known to happen,No Involvement,,,Other,Windows XP,I enjoy going to work,Student / Unemployed,"Regular Mobile Phone, Other gaming system",<$100,Stack Overflow
2011,,Other Europe,,25-29,41435,Consulting,"Other (not working, consultant, etc.)",Desktop Application Developer,It's been known to happen,"Influencer, Recommender",,,,,,,,,
2011,"JavaScript, CSS, PHP, If CSS is a language, surely so is HTML?",United States of America,Washington,25-29,41435,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Software, Other","<$10,000",Web Platform,Mac OS X,I enjoy going to work,"<$20,000",,"$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS, Ruby, SQL, C++, C, Perl",Canada,,35-39,11,Consulting,"Other (not working, consultant, etc.)",Server Programmer,Unless it's stoopid it gets done,Influencer,Software,Don't know,Enterprise,Windows 7,It pays the bills,"$60,000 - $80,000",Regular Mobile Phone,"$501-$1,000",Other
